"ฤฟฑ๊ฝฺตใ","ฤฟฑ๊ฝฺตใฯตอณภเะอ","ฤฟฑ๊ฝฺตใฮปบลร๛","ิดฝฺตใ","ิดฝฺตใภเะอ","ิดฝฺตใฮปบลร๛","ื้","สýพÝม๗ฯ๒","ร่ส๖","นซสฝ"
"FCS0094","VF","2110TI135116B","OTS","VxOTS","TI135116B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135118A","OTS","VxOTS","TI135118A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135118B","OTS","VxOTS","TI135118B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135308","OTS","VxOTS","TI135308.PV","AI","ะด","",""
"FCS0094","VF","2110TI135312","OTS","VxOTS","TI135312.PV","AI","ะด","",""
"FCS0094","VF","2110TI135314","OTS","VxOTS","TI135314.PV","AI","ะด","",""
"FCS0094","VF","2110TI135412A","OTS","VxOTS","TI135412A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135412B","OTS","VxOTS","TI135412B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135414A","OTS","VxOTS","TI135414A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135414B","OTS","VxOTS","TI135414B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135605A","OTS","VxOTS","TI135605A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135605B","OTS","VxOTS","TI135605B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135606A","OTS","VxOTS","TI135606A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135606B","OTS","VxOTS","TI135606B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135607A","OTS","VxOTS","TI135607A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135607B","OTS","VxOTS","TI135607B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135608A","OTS","VxOTS","TI135608A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135608B","OTS","VxOTS","TI135608B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135609A","OTS","VxOTS","TI135609A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135609B","OTS","VxOTS","TI135609B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135610A","OTS","VxOTS","TI135610A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135610B","OTS","VxOTS","TI135610B.PV","AI","ะด","",""
"FCS0094","VF","2110TI135611A","OTS","VxOTS","TI135611A.PV","AI","ะด","",""
"FCS0094","VF","2110TI135611B","OTS","VxOTS","TI135611B.PV","AI","ะด","",""
"FCS0094","VF","2110TI140101","OTS","VxOTS","TI140101.PV","AI","ะด","",""
"FCS0094","VF","2110TI140102","OTS","VxOTS","TI140102.PV","AI","ะด","",""
"FCS0094","VF","2110TI140103","OTS","VxOTS","TI140103.PV","AI","ะด","",""
"FCS0094","VF","2110TI140104","OTS","VxOTS","TI140104.PV","AI","ะด","",""
"FCS0094","VF","2110TI140105","OTS","VxOTS","TI140105.PV","AI","ะด","",""
"FCS0094","VF","2110TI140107","OTS","VxOTS","TI140107.PV","AI","ะด","",""
"FCS0094","VF","2110TI140201","OTS","VxOTS","TI140201.PV","AI","ะด","",""
"FCS0094","VF","2110TI140202","OTS","VxOTS","TI140202.PV","AI","ะด","",""
"FCS0094","VF","2110TI140203","OTS","VxOTS","TI140203.PV","AI","ะด","",""
"FCS0094","VF","2110TI140204","OTS","VxOTS","TI140204.PV","AI","ะด","",""
"FCS0094","VF","2110TI140205","OTS","VxOTS","TI140205.PV","AI","ะด","",""
"FCS0094","VF","2110TI140206","OTS","VxOTS","TI140206.PV","AI","ะด","",""
"FCS0094","VF","2110TI140207","OTS","VxOTS","TI140207.PV","AI","ะด","",""
"FCS0094","VF","2110TI140208","OTS","VxOTS","TI140208.PV","AI","ะด","",""
"FCS0094","VF","2110TI140209","OTS","VxOTS","TI140209.PV","AI","ะด","",""
"FCS0094","VF","2110TI140401","OTS","VxOTS","TI140401.PV","AI","ะด","",""
"FCS0094","VF","2110TI140402","OTS","VxOTS","TI140402.PV","AI","ะด","",""
"FCS0094","VF","2110TI140403","OTS","VxOTS","TI140403.PV","AI","ะด","",""
"FCS0094","VF","2110TI140404","OTS","VxOTS","TI140404.PV","AI","ะด","",""
"FCS0094","VF","2110TI140405","OTS","VxOTS","TI140405.PV","AI","ะด","",""
"FCS0094","VF","2110TI140406","OTS","VxOTS","TI140406.PV","AI","ะด","",""
"FCS0094","VF","2110TI140501","OTS","VxOTS","TI140501.PV","AI","ะด","",""
"FCS0094","VF","2110TI140502","OTS","VxOTS","TI140502.PV","AI","ะด","",""
"FCS0094","VF","2110TI150101","OTS","VxOTS","TI150101.PV","AI","ะด","",""
"FCS0094","VF","2110TI150102","OTS","VxOTS","TI150102.PV","AI","ะด","",""
"FCS0094","VF","2110TI150104","OTS","VxOTS","TI150104.PV","AI","ะด","",""
"FCS0094","VF","2110TI150106","OTS","VxOTS","TI150106.PV","AI","ะด","",""
"FCS0094","VF","2110TI150107A","OTS","VxOTS","TI150107A.PV","AI","ะด","",""
"FCS0094","VF","2110TI150107B","OTS","VxOTS","TI150107B.PV","AI","ะด","",""
"FCS0094","VF","2110TI150107C","OTS","VxOTS","TI150107C.PV","AI","ะด","",""
"FCS0094","VF","2110TI150107D","OTS","VxOTS","TI150107D.PV","AI","ะด","",""
"FCS0094","VF","2110TI150109","OTS","VxOTS","TI150109.PV","AI","ะด","",""
"FCS0094","VF","2110TI150110","OTS","VxOTS","TI150110.PV","AI","ะด","",""
"FCS0094","VF","2110TI150112","OTS","VxOTS","TI150112.PV","AI","ะด","",""
"FCS0094","VF","2110TI150113","OTS","VxOTS","TI150113.PV","AI","ะด","",""
"FCS0094","VF","2110TI150114","OTS","VxOTS","TI150114.PV","AI","ะด","",""
"FCS0094","VF","2110TI150201","OTS","VxOTS","TI150201.PV","AI","ะด","",""
"FCS0094","VF","2110TI150202","OTS","VxOTS","TI150202.PV","AI","ะด","",""
"FCS0094","VF","2110TI150203","OTS","VxOTS","TI150203.PV","AI","ะด","",""
"FCS0094","VF","2110TI150204","OTS","VxOTS","TI150204.PV","AI","ะด","",""
"FCS0094","VF","2110TI150301","OTS","VxOTS","TI150301.PV","AI","ะด","",""
"FCS0094","VF","2110TI150302","OTS","VxOTS","TI150302.PV","AI","ะด","",""
"FCS0094","VF","2110TI150303","OTS","VxOTS","TI150303.PV","AI","ะด","",""
"FCS0094","VF","2110TI150401","OTS","VxOTS","TI150401.PV","AI","ะด","",""
"FCS0094","VF","2110TI150402","OTS","VxOTS","TI150402.PV","AI","ะด","",""
"FCS0094","VF","2110TI150403","OTS","VxOTS","TI150403.PV","AI","ะด","",""
"FCS0094","VF","2110TI150404","OTS","VxOTS","TI150404.PV","AI","ะด","",""
"FCS0094","VF","2110TI150405","OTS","VxOTS","TI150405.PV","AI","ะด","",""
"FCS0094","VF","2110TI150407A","OTS","VxOTS","TI150407A.PV","AI","ะด","",""
"FCS0094","VF","2110TI150407B","OTS","VxOTS","TI150407B.PV","AI","ะด","",""
"FCS0094","VF","2110TI150408","OTS","VxOTS","TI150408.PV","AI","ะด","",""
"FCS0094","VF","2110TI150410","OTS","VxOTS","TI150410.PV","AI","ะด","",""
"FCS0094","VF","2110TI150411","OTS","VxOTS","TI150411.PV","AI","ะด","",""
"FCS0094","VF","2110TI150412","OTS","VxOTS","TI150412.PV","AI","ะด","",""
"FCS0094","VF","2110TI150501","OTS","VxOTS","TI150501.PV","AI","ะด","",""
"FCS0094","VF","2110TI150502","OTS","VxOTS","TI150502.PV","AI","ะด","",""
"FCS0094","VF","2110TI150503","OTS","VxOTS","TI150503.PV","AI","ะด","",""
"FCS0094","VF","2110TI150504","OTS","VxOTS","TI150504.PV","AI","ะด","",""
"FCS0094","VF","2110TI150601","OTS","VxOTS","TI150601.PV","AI","ะด","",""
"FCS0094","VF","2110TI150602","OTS","VxOTS","TI150602.PV","AI","ะด","",""
"FCS0094","VF","2110TI150603","OTS","VxOTS","TI150603.PV","AI","ะด","",""
"FCS0094","VF","2110TI150604","OTS","VxOTS","TI150604.PV","AI","ะด","",""
"FCS0094","VF","2110TI150606","OTS","VxOTS","TI150606.PV","AI","ะด","",""
"FCS0094","VF","2110TI150607","OTS","VxOTS","TI150607.PV","AI","ะด","",""
"FCS0094","VF","2110TI150608","OTS","VxOTS","TI150608.PV","AI","ะด","",""
"FCS0094","VF","2110TI150610","OTS","VxOTS","TI150610.PV","AI","ะด","",""
"FCS0094","VF","2110TI150611","OTS","VxOTS","TI150611.PV","AI","ะด","",""
"FCS0094","VF","2110TI150612","OTS","VxOTS","TI150612.PV","AI","ะด","",""
"FCS0094","VF","2110TI150701","OTS","VxOTS","TI150701.PV","AI","ะด","",""
"FCS0094","VF","2110TI150702","OTS","VxOTS","TI150702.PV","AI","ะด","",""
"FCS0094","VF","2110TI150703","OTS","VxOTS","TI150703.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201A01","OTS","VxOTS","TIP1201A01.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201A03","OTS","VxOTS","TIP1201A03.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201A05","OTS","VxOTS","TIP1201A05.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201A07","OTS","VxOTS","TIP1201A07.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201A09","OTS","VxOTS","TIP1201A09.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201B01","OTS","VxOTS","TIP1201B01.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201B03","OTS","VxOTS","TIP1201B03.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201B05","OTS","VxOTS","TIP1201B05.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201B07","OTS","VxOTS","TIP1201B07.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1201B09","OTS","VxOTS","TIP1201B09.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1202A","OTS","VxOTS","TIP1202A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1202B","OTS","VxOTS","TIP1202B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1203A","OTS","VxOTS","TIP1203A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1203B","OTS","VxOTS","TIP1203B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1206A","OTS","VxOTS","TIP1206A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1206B","OTS","VxOTS","TIP1206B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212A01","OTS","VxOTS","TIP1212A01.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212A03","OTS","VxOTS","TIP1212A03.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212A05","OTS","VxOTS","TIP1212A05.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212A07","OTS","VxOTS","TIP1212A07.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212A09","OTS","VxOTS","TIP1212A09.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212B01","OTS","VxOTS","TIP1212B01.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212B03","OTS","VxOTS","TIP1212B03.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212B05","OTS","VxOTS","TIP1212B05.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212B07","OTS","VxOTS","TIP1212B07.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1212B09","OTS","VxOTS","TIP1212B09.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1213A","OTS","VxOTS","TIP1213A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1213B","OTS","VxOTS","TIP1213B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1215A","OTS","VxOTS","TIP1215A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1215B","OTS","VxOTS","TIP1215B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1216A","OTS","VxOTS","TIP1216A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1216B","OTS","VxOTS","TIP1216B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1218A","OTS","VxOTS","TIP1218A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1218B","OTS","VxOTS","TIP1218B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1501A","OTS","VxOTS","TIP1501A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1501B","OTS","VxOTS","TIP1501B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1502A","OTS","VxOTS","TIP1502A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1502B","OTS","VxOTS","TIP1502B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1504A","OTS","VxOTS","TIP1504A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1504B","OTS","VxOTS","TIP1504B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1506A","OTS","VxOTS","TIP1506A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1506B","OTS","VxOTS","TIP1506B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1507A","OTS","VxOTS","TIP1507A.PV","AI","ะด","",""
"FCS0094","VF","2110TIP1507B","OTS","VxOTS","TIP1507B.PV","AI","ะด","",""
"FCS0094","VF","2110TIP3213","OTS","VxOTS","TIP3213.PV","AI","ะด","",""
"FCS0094","VF","2110TIY130821","OTS","VxOTS","TIY130821.PV","AI","ะด","",""
"FCS0094","VF","2110VI135616A","OTS","VxOTS","VI135616A.PV","AI","ะด","",""
"FCS0094","VF","2110VI135616B","OTS","VxOTS","VI135616B.PV","AI","ะด","",""
"FCS0094","VF","2110VI135617A","OTS","VxOTS","VI135617A.PV","AI","ะด","",""
"FCS0094","VF","2110VI135617B","OTS","VxOTS","VI135617B.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201A1","OTS","VxOTS","VIA1201A1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201A2","OTS","VxOTS","VIA1201A2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201B1","OTS","VxOTS","VIA1201B1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201B2","OTS","VxOTS","VIA1201B2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201C1","OTS","VxOTS","VIA1201C1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201C2","OTS","VxOTS","VIA1201C2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201D1","OTS","VxOTS","VIA1201D1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201D2","OTS","VxOTS","VIA1201D2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201E1","OTS","VxOTS","VIA1201E1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201E2","OTS","VxOTS","VIA1201E2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201F1","OTS","VxOTS","VIA1201F1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201F2","OTS","VxOTS","VIA1201F2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201G1","OTS","VxOTS","VIA1201G1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1201G2","OTS","VxOTS","VIA1201G2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516A1","OTS","VxOTS","VIA1516A1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516A2","OTS","VxOTS","VIA1516A2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516B1","OTS","VxOTS","VIA1516B1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516B2","OTS","VxOTS","VIA1516B2.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516C1","OTS","VxOTS","VIA1516C1.PV","AI","ะด","",""
"FCS0094","VF","2110VIA1516C2","OTS","VxOTS","VIA1516C2.PV","AI","ะด","",""
"FCS0094","VF","2110ZI135618A","OTS","VxOTS","ZI135618A.PV","AI","ะด","",""
"FCS0094","VF","2110ZI135618B","OTS","VxOTS","ZI135618B.PV","AI","ะด","",""
"FCS0094","VF","2110ZI135619A","OTS","VxOTS","ZI135619A.PV","AI","ะด","",""
"FCS0094","VF","2110ZI135619B","OTS","VxOTS","ZI135619B.PV","AI","ะด","",""
"FCS0094","VF","2110FV120102","OTS","VxOTS","FV120102.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120103","OTS","VxOTS","FV120103.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120104","OTS","VxOTS","FV120104.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120105","OTS","VxOTS","FV120105.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120201","OTS","VxOTS","FV120201.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120301","OTS","VxOTS","FV120301.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120302","OTS","VxOTS","FV120302.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120402","OTS","VxOTS","FV120402.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120403","OTS","VxOTS","FV120403.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120404","OTS","VxOTS","FV120404.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120601","OTS","VxOTS","FV120601.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120703","OTS","VxOTS","FV120703.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120704","OTS","VxOTS","FV120704.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120801","OTS","VxOTS","FV120801.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120802","OTS","VxOTS","FV120802.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120901","OTS","VxOTS","FV120901.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120902","OTS","VxOTS","FV120902.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV120903","OTS","VxOTS","FV120903.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121001","OTS","VxOTS","FV121001.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121002","OTS","VxOTS","FV121002.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121101","OTS","VxOTS","FV121101.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121102","OTS","VxOTS","FV121102.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121103","OTS","VxOTS","FV121103.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121104","OTS","VxOTS","FV121104.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121105","OTS","VxOTS","FV121105.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121106","OTS","VxOTS","FV121106.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121201","OTS","VxOTS","FV121201.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121202","OTS","VxOTS","FV121202.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121203","OTS","VxOTS","FV121203.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121301","OTS","VxOTS","FV121301.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121302","OTS","VxOTS","FV121302.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121401","OTS","VxOTS","FV121401.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121402","OTS","VxOTS","FV121402.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121501","OTS","VxOTS","FV121501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV121502","OTS","VxOTS","FV121502.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130402","OTS","VxOTS","FV130402.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130503","OTS","VxOTS","FV130503.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130504","OTS","VxOTS","FV130504.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130601","OTS","VxOTS","FV130601.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130801","OTS","VxOTS","FV130801.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV130902","OTS","VxOTS","FV130902.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140102","OTS","VxOTS","FV140102.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140103","OTS","VxOTS","FV140103.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140105","OTS","VxOTS","FV140105.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140106","OTS","VxOTS","FV140106.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140201","OTS","VxOTS","FV140201.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140301","OTS","VxOTS","FV140301.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140303","OTS","VxOTS","FV140303.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140401","OTS","VxOTS","FV140401.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140501","OTS","VxOTS","FV140501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV140503","OTS","VxOTS","FV140503.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150101","OTS","VxOTS","FV150101.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150102","OTS","VxOTS","FV150102.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150104","OTS","VxOTS","FV150104.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150202","OTS","VxOTS","FV150202.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150302","OTS","VxOTS","FV150302.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150403","OTS","VxOTS","FV150403.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150404","OTS","VxOTS","FV150404.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150405","OTS","VxOTS","FV150405.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150406","OTS","VxOTS","FV150406.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150408","OTS","VxOTS","FV150408.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150409","OTS","VxOTS","FV150409.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150501","OTS","VxOTS","FV150501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150502","OTS","VxOTS","FV150502.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150504","OTS","VxOTS","FV150504.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150601","OTS","VxOTS","FV150601.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150603","OTS","VxOTS","FV150603.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150604","OTS","VxOTS","FV150604.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150701","OTS","VxOTS","FV150701.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FV150702","OTS","VxOTS","FV150702.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201A1","OTS","VxOTS","FYA1201A1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201B1","OTS","VxOTS","FYA1201B1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201C1","OTS","VxOTS","FYA1201C1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201D1","OTS","VxOTS","FYA1201D1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201E1","OTS","VxOTS","FYA1201E1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201F1","OTS","VxOTS","FYA1201F1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYA1201G1","OTS","VxOTS","FYA1201G1.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110FYP1207A","OTS","VxOTS","P1207A.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1207B","OTS","VxOTS","P1207B.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1208A","OTS","VxOTS","P1208A.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1208B","OTS","VxOTS","P1208B.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1302A","OTS","VxOTS","P1302A.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1302B","OTS","VxOTS","P1302B.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1505A","OTS","VxOTS","P1505A.RATIO","AO","ถม","",""
"FCS0094","VF","2110FYP1505B","OTS","VxOTS","P1505B.RATIO","AO","ถม","",""
"FCS0094","VF","2110HCV120702","OTS","VxOTS","HCV120702.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110HCV120901","OTS","VxOTS","HCV120901.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110HCV130103","OTS","VxOTS","HCV130103.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110HCV140501","OTS","VxOTS","HV140501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110HCV140502","OTS","VxOTS","HV140502.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110HCV150501","OTS","VxOTS","HV150501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV130302","OTS","VxOTS","LV130302.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV130401","OTS","VxOTS","LV130401.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV130403","OTS","VxOTS","LV130403.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV130703","OTS","VxOTS","LV130703.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV130902","OTS","VxOTS","LV130902.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV150301","OTS","VxOTS","LV150301.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110LV150403","OTS","VxOTS","LV150403.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PDV150201","OTS","VxOTS","PDV150201.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120201","OTS","VxOTS","PV120201.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120501","OTS","VxOTS","PV120501.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120701A","OTS","VxOTS","PV120701A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120701B","OTS","VxOTS","PV120701B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120801A","OTS","VxOTS","PV120801A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120801B","OTS","VxOTS","PV120801B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120901A","OTS","VxOTS","PV120901A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV120901B","OTS","VxOTS","PV120901B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121101A","OTS","VxOTS","PV121101A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121101B","OTS","VxOTS","PV121101B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121201A","OTS","VxOTS","PV121201A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121201B","OTS","VxOTS","PV121201B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121401A","OTS","VxOTS","PV121401A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV121401B","OTS","VxOTS","PV121401B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV130701","OTS","VxOTS","PV130701.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV135119A","OTS","VxOTS","PV135119A.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV135119B","OTS","VxOTS","PV135119B.VAVALUE","AO","ถม","",""
"FCS0094","VF","2110PV140101","OTS","VxOTS","PV140101.VAVALUE","AO","ถม","",""
